sr_no,date,startup,industry,sub_vertical,city,investors,investment_type,amount_usd,amount_inr_crore,year,month
1637,2016-06-23,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,0.0,0.0,2016,June
1638,2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000.0,0.42,2016,June
1639,2016-06-24,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bengaluru,Nexus Venture Partners,Seed Funding,0.0,0.0,2016,June
1640,2016-06-24,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Funding,500000.0,4.2,2016,June
1641,2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,Gvfl,Private Equity,6000000.0,50.4,2016,June
1642,2016-06-24,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3000000.0,25.2,2016,June
1643,2016-06-24,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,3 Undisclosed Investors,Seed Funding,148000.0,1.24,2016,June
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"Saif Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000.0,10.08,2016,June
1645,2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,3 Undisclosed Investors,Seed Funding,100000.0,0.84,2016,June
1646,2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia Family, Amit Banka",Seed Funding,0.0,0.0,2016,June
1647,2016-06-27,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,Gvfl Ltd,Private Equity,3000000.0,25.2,2016,June
1648,2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurugram,"Accel Partners India, Rb Investments",Private Equity,8000000.0,67.2,2016,June
1649,2016-06-28,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,3 Undisclosed Investors,Seed Funding,300000.0,2.52,2016,June
1650,2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,268.8,2016,June
1651,2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,295000.0,2.48,2016,June
1652,2016-06-28,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,0.0,0.0,2016,June
1653,2016-06-28,BlogBeats,Consumer Internet,Online Blogging Platform,Bengaluru,3 Undisclosed Investors,Seed Funding,0.0,0.0,2016,June
1654,2016-06-29,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,Vcommission,Private Equity,100000.0,0.84,2016,June
1655,2016-06-29,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,50000.0,0.42,2016,June
1656,2016-06-29,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,0.0,0.0,2016,June
1657,2016-06-29,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, Tv Mohandas Pai, S Somasegar",Private Equity,1500000.0,12.6,2016,June
1658,2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25000000.0,210.0,2016,June
1659,2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Funding,220000.0,1.85,2016,June
1660,2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"Omidyar Network, Accel Partners & Existing Investors",Private Equity,0.0,0.0,2016,June
1661,2016-06-30,Biryani Blues,Food & Beverage,QSR Chain,Gurugram,Carpediem Capital & Others,Private Equity,368000.0,3.09,2016,June
1662,2016-05-01,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,0.0,0.0,2016,May
1663,2016-05-01,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,376000.0,3.16,2016,May
1664,2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,145000.0,1.22,2016,May
1665,2016-05-02,Airwood,Technology,Agri Data & Analytics Platform,Chennai,Startupxseed Ventures,Seed Funding,0.0,0.0,2016,May
1666,2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"Gmo Payment Gateway, Mediatek",Private Equity,50000000.0,420.0,2016,May
1667,2016-05-03,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,0.0,0.0,2016,May
1668,2016-05-03,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,3 Undisclosed Investors,Seed Funding,250000.0,2.1,2016,May
1669,2016-05-03,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,3 Undisclosed Investors,Seed Funding,0.0,0.0,2016,May
1670,2016-05-03,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000.0,1.51,2016,May
1671,2016-05-03,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,0.0,0.0,2016,May
1672,2016-05-04,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000.0,1.68,2016,May
1673,2016-05-04,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, Tpg Growth, Adveq Management, Idg Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,504.0,2016,May
1674,2016-05-04,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, Ventureeast, India Alternatives",Private Equity,12000000.0,100.8,2016,May
1675,2016-05-04,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.In,Seed Funding,200000.0,1.68,2016,May
1676,2016-05-04,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.In,Seed Funding,200000.0,1.68,2016,May
1677,2016-05-04,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,3 Undisclosed Investors,Seed Funding,150000.0,1.26,2016,May
1678,2016-05-04,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500000.0,4.2,2016,May
1679,2016-05-04,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000.0,4.2,2016,May
1680,2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,500000.0,4.2,2016,May
1681,2016-05-05,Unbxd,Technology,eCommerce product discovery software,New Delhi,"Idg Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0,0.0,2016,May
1682,2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group Of Undisclosed Angel Investors & Hnis,Seed Funding,375000.0,3.15,2016,May
1683,2016-05-06,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,Momagic Technologies,Private Equity,1000000.0,8.4,2016,May
1684,2016-05-06,Meesho,eCommerce,Social commerce platform,Bengaluru,Rajul Garg & Others,Seed Funding,0.0,0.0,2016,May
1685,2016-05-07,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,3 Undisclosed Investors,Seed Funding,75000.0,0.63,2016,May
1686,2016-05-09,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Ranavat",Private Equity,2750000.0,23.1,2016,May
1687,2016-05-09,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,450000.0,3.78,2016,May
1688,2016-05-09,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000.0,2.1,2016,May
1689,2016-05-10,HealthifyMe,Consumer Internet,Health & Fitness App,Bengaluru,"Idg Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,50.4,2016,May
1690,2016-05-10,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,12.6,2016,May
1691,2016-05-10,InnoNano Research,Technology,Clean Water Technology,Chennai,Nanoholdings,Private Equity,18000000.0,151.2,2016,May
1692,2016-05-10,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,3 Undisclosed Investors,Seed Funding,1500000.0,12.6,2016,May
1693,2016-05-10,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, Dst Global, Accel Partners",Private Equity,7000000.0,58.8,2016,May
1694,2016-05-11,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,3 Undisclosed Investors,Private Equity,900000.0,7.56,2016,May
1695,2016-05-11,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurugram,"Jm Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0,0.0,2016,May
1696,2016-05-11,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,840.0,2016,May
1697,2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000.0,4.2,2016,May
1698,2016-05-12,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, Saif Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,210.0,2016,May
1699,2016-05-12,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,Groupe Sos,Private Equity,150000.0,1.26,2016,May
1700,2016-05-12,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, And Sanjeev Agrawal",Seed Funding,0.0,0.0,2016,May
1701,2016-05-12,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,Ah! Ventures,Seed Funding,0.0,0.0,2016,May
1702,2016-05-12,Galleri5,Consumer Internet,Visual Content Discovery platform,Bengaluru,"Phanindra Sama, Raghunandan G,",Seed Funding,0.0,0.0,2016,May
1703,2016-05-12,Derbii,Logistics,Carpooling Services,Gurugram,Anurag Chauhan,Seed Funding,0.0,0.0,2016,May
1704,2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,113.4,2016,May
1705,2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,18.48,2016,May
1706,2016-05-16,Smartivity,eCommerce,Smart Learning products,New Delhi,"S Chand, Advantedge Partners",Private Equity,1000000.0,8.4,2016,May
1707,2016-05-16,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0,0.0,2016,May
1708,2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,0.0,0.0,2016,May
1709,2016-05-17,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurugram,"Undisclosed Investors, Accel Partners, Helion Venture Partners",Private Equity,0.0,0.0,2016,May
1710,2016-05-17,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,0.0,0.0,2016,May
1711,2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,Yournest Angel Fund,Seed Funding,250000.0,2.1,2016,May
1712,2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0,0.84,2016,May
1713,2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya Sv,Seed Funding,0.0,0.0,2016,May
1714,2016-05-18,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, Devry Inc",Private Equity,10000000.0,84.0,2016,May
1715,2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000.0,8.4,2016,May
1716,2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care app,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,0.0,0.0,2016,May
1717,2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,3 Undisclosed Investors,Seed Funding,1000000.0,8.4,2016,May
1718,2016-05-19,Niki.ai,Technology,Artificial Intelligence Platform,Bengaluru,Rata Tata,Private Equity,0.0,0.0,2016,May
1719,2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,3 Undisclosed Hnis,Seed Funding,500000.0,4.2,2016,May
1720,2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, Itw Digital",Seed Funding,500000.0,4.2,2016,May
1721,2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,3 Undisclosed Investors,Seed Funding,300000.0,2.52,2016,May
1722,2016-05-23,EduRev,Consumer Internet,Online Learning Platform,Gurugram,Pradeep Reddy Kamasan,Seed Funding,0.0,0.0,2016,May
1723,2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,Vcommission,Seed Funding,89000.0,0.75,2016,May
1724,2016-05-24,Eatonomist,Consumer Internet,Food Delivery Platform,Gurugram,Mcube Capital Advisors Pvt Ltd,Seed Funding,0.0,0.0,2016,May
1725,2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bengaluru,3 Undisclosed Hnis,Seed Funding,1000000.0,8.4,2016,May
1726,2016-05-25,Roast,Consumer Internet,Mobile entertainment App,New Delhi,"Idg, Indian Angel Network",Seed Funding,0.0,0.0,2016,May
1727,2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,12.6,2016,May
1728,2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100000.0,0.84,2016,May
1729,2016-05-25,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,0.0,0.0,2016,May
1730,2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"Ff Angel, Sequoia Capital",Private Equity,2000000.0,16.8,2016,May
1731,2016-05-26,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0,0.0,2016,May
1732,2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,Momagic Technologies,Seed Funding,475000.0,3.99,2016,May
1733,2016-05-27,Pianta,Consumer Internet,Online healthcare service discovery platform,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Funding,0.0,0.0,2016,May
1734,2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0,1.68,2016,May
1735,2016-05-31,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta And Other Undisclosed Investors,Seed Funding,0.0,0.0,2016,May
1736,2016-05-31,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,Ht Media Ltd,Private Equity,4400000.0,36.96,2016,May
1737,2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,Nsi Infinium Global Pvt. Ltd,Private Equity,8900000.0,74.76,2016,May
1738,2016-05-31,1mg,eCommerce,Online Pharmacy,Gurugram,Hbm Healthcare Investments,Private Equity,0.0,0.0,2016,May
1739,2016-05-31,Tpot,Food & Beverage,QSR Chain,Gurugram,Ashish Gupta,Seed Funding,0.0,0.0,2016,May
1740,2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,3 Undisclosed Investors,Seed Funding,175000.0,1.47,2016,May
1741,2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, Csc Upshot & Angel Investors",Private Equity,2700000.0,22.68,2016,April
1742,2016-04-01,PicsDream,Consumer Internet,Online Marketplace for Photographers,New Delhi,Raman Roy,Seed Funding,0.0,0.0,2016,April
1743,2016-04-01,Process 9,Consumer Internet,online translation and transliteration,Gurugram,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, And Ajai Chowdhry",Seed Funding,0.0,0.0,2016,April
1744,2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,0.0,0.0,2016,April
1745,2016-04-04,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other Undisclosed Investors,Seed Funding,0.0,0.0,2016,April
1746,2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,210.0,2016,April
1747,2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre For Entrepreneurial Learning,Seed Funding,0.0,0.0,2016,April
1748,2016-04-05,Cult Fitness,Healthcare,Healthcare training programs,Bengaluru,Mukesh Bansal,Seed Funding,0.0,0.0,2016,April
1749,2016-04-05,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,0.0,0.0,2016,April
1750,2016-04-05,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings Gmbh, Tm Service Technology Holdings Gmbh",Private Equity,0.0,0.0,2016,April
1751,2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurugram,Dtdc Express Ltd,Private Equity,1000000.0,8.4,2016,April
1752,2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bengaluru,Ninestarter,Seed Funding,500000.0,4.2,2016,April
1753,2016-04-06,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\Xe2\\X80\\X99Occitane,Private Equity,6000000.0,50.4,2016,April
1754,2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Ventures,Private Equity,1000000.0,8.4,2016,April
1755,2016-04-07,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,0.0,0.0,2016,April
1756,2016-04-08,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"Idg, Indian Angel Network",Seed Funding,0.0,0.0,2016,April
1757,2016-04-08,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,0.0,0.0,2016,April
1758,2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,0.34,2016,April
1759,2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,200000.0,1.68,2016,April
1760,2016-04-11,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,0.0,0.0,2016,April
1761,2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, Dsg Consumer Partners And Venture Nursery",Private Equity,100000000.0,840.0,2016,April
1762,2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurugram,Prashant Puri,Seed Funding,300000.0,2.52,2016,April
1763,2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0,8.4,2016,April
1764,2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,0.0,0.0,2016,April
1765,2016-04-12,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,0.0,0.0,2016,April
1766,2016-04-12,Indi.com,Consumer Internet,Video Social Network,Unknown,Anil Kapoor,Seed Funding,0.0,0.0,2016,April
1767,2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0,8.4,2016,April
1768,2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,1.26,2016,April
1769,2016-04-13,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0,2.1,2016,April
1770,2016-04-13,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bengaluru,Prime Venture Partners,Seed Funding,750000.0,6.3,2016,April
1771,2016-04-14,Wedwise,Consumer Internet,Wedding related services community,New Delhi,Startup Equity Partners,Seed Funding,0.0,0.0,2016,April
1772,2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,0.84,2016,April
1773,2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,0.0,0.0,2016,April
1774,2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0,8.4,2016,April
1775,2016-04-15,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,0.0,0.0,2016,April
1776,2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,15000000.0,126.0,2016,April
1777,2016-04-15,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,0.0,0.0,2016,April
1778,2016-04-15,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,3 Undisclosed Investors,Seed Funding,0.0,0.0,2016,April
1779,2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000000.0,252.0,2016,April
1780,2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150000.0,1.26,2016,April
1781,2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bengaluru,"Pawan Munjal, Advantedge Partners, Astarc Ventures",Private Equity,0.0,0.0,2016,April
1782,2016-04-18,Yufta,eCommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bengaluru,Ajay Data & Other Hnis,Seed Funding,0.0,0.0,2016,April
1783,2016-04-18,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurugram,Rajan Anandan,Seed Funding,0.0,0.0,2016,April
1784,2016-04-18,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,0.0,0.0,2016,April
1785,2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & Existing Investors,Private Equity,10000000.0,84.0,2016,April
1786,2016-04-18,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,0.0,0.0,2016,April
1787,2016-04-19,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, Letsventure, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,12.6,2016,April
1788,2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,Ah! Ventures,Seed Funding,450000.0,3.78,2016,April
1789,2016-04-19,LensKart,eCommerce,Eyewear etailing platform,New Delhi,Rata Tata,Private Equity,0.0,0.0,2016,April
1790,2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2000000.0,16.8,2016,April
1791,2016-04-19,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bengaluru,Rn Agarwal,Seed Funding,0.0,0.0,2016,April
1792,2016-04-19,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bengaluru,India Educational Investment Fund,Private Equity,0.0,0.0,2016,April
1793,2016-04-19,Simplilearn,Consumer Internet,Online certification platform,Bengaluru,Brand Capital,Private Equity,0.0,0.0,2016,April
1794,2016-04-20,1mg,eCommerce,Online Pharmacy,Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,126.0,2016,April
1795,2016-04-20,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"Yournest Angel Fund, Rajul Garg",Seed Funding,0.0,0.0,2016,April
1796,2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel Investors,Seed Funding,0.0,0.0,2016,April
1797,2016-04-21,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,0.0,0.0,2016,April
1798,2016-04-21,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & Undisclosed Hnis,Seed Funding,0.0,0.0,2016,April
1799,2016-04-21,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, Svg Media, Anthil Ventures & Others",Seed Funding,0.0,0.0,2016,April
1800,2016-04-21,Advanced Structures India,Auto,Automotive Design and Engineering company,Bengaluru,Girnarsoft,Private Equity,0.0,0.0,2016,April
1801,2016-04-22,Licious,eCommerce,Mobile based Meat ordering App,Bengaluru,Mayfield India Ii Management Ltd,Private Equity,3000000.0,25.2,2016,April
1802,2016-04-22,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bengaluru,"Inventus Capital Partners, Hr Fund",Private Equity,0.0,0.0,2016,April
1803,2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"Ntt Finance, Telephone Corporation",Private Equity,0.0,0.0,2016,April
1804,2016-04-22,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,"Idg, Indian Angel Network",Seed Funding,450000.0,3.78,2016,April
1805,2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0,1.68,2016,April
1806,2016-04-25,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,0.0,0.0,2016,April
1807,2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengaluru,"Growthstory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,4.62,2016,April
